company,ticker,link,type
"Promotora de Informaciones, S.A.",PRIS,https://www.wikipedia.org/wiki/PRISA,
"Prosperity Bancshares, Inc",PB,https://www.wikipedia.org/wiki/Prosperity_Bancshares,public
Protective Life Corporation,PL,https://www.wikipedia.org/wiki/Protective_Life,
"Proto Labs, Inc.",PRLB,https://www.wikipedia.org/wiki/Proto_Labs,
"Provident Financial Services, Inc.",PFS,https://www.wikipedia.org/wiki/Provident_Bank_of_New_Jersey,
Prudential plc,PUK,https://www.wikipedia.org/wiki/Prudential_plc,
"Prudential Financial, Inc.",PFK,https://www.wikipedia.org/wiki/Prudential_Financial,public
P.T. Telekomunikasi Indonesia,TLK,https://www.wikipedia.org/wiki/Telkom_Indonesia,public
Public Service Enterprise Group Inc.,PEG,https://www.wikipedia.org/wiki/Public_Service_Enterprise_Group,public
Public Storage,PSA,https://www.wikipedia.org/wiki/Public_Storage,public
"PulteGroup, Inc.",PHM,https://www.wikipedia.org/wiki/Pulte_Homes,public
PVH Corp.,PVH,https://www.wikipedia.org/wiki/PVH_(company),public
"Pzena Investment Management, Inc.",PZN,https://www.wikipedia.org/wiki/Pzena_Investment_Management,
Qiagen N.V.,QGEN,https://www.wikipedia.org/wiki/Qiagen,public
"Quad/Graphics, Inc.",QUAD,https://www.wikipedia.org/wiki/Quad_(company),public
Quaker Chemical Corporation,KWR,https://www.wikipedia.org/wiki/Quaker_Chemical_Corporation,
Quanta Services Inc.,PWR,https://www.wikipedia.org/wiki/Quanta_Services,public
QuantumScape Corporation,QS,https://www.wikipedia.org/wiki/QuantumScape,public
Quest Diagnostics Incorporated,DGX,https://www.wikipedia.org/wiki/Quest_Diagnostics,public
Quotient Technology Inc.,QUOT,https://www.wikipedia.org/wiki/Quotient_Technology,public
"QVC, Inc.",QVCC,https://www.wikipedia.org/wiki/QVC,
Qwest Corporation,CTBB,https://www.wikipedia.org/wiki/Qwest_Corporation,
Radian Group,RDN,https://www.wikipedia.org/wiki/Radian_Group,public
Ralph Lauren Corporation,RL,https://www.wikipedia.org/wiki/Ralph_Lauren_Corporation,public
RPT Realty,RPT,https://www.wikipedia.org/wiki/RPT_Realty,
Range Resources,RRC,https://www.wikipedia.org/wiki/Range_Resources,public
Raymond James Financial,RJF,https://www.wikipedia.org/wiki/Raymond_James_Financial,public
Raymond James Financial,RJD,https://www.wikipedia.org/wiki/Raymond_James_Financial,public
Rayonier,RYN,https://www.wikipedia.org/wiki/Rayonier,public
Rayonier Advanced Materials,RYAM,https://www.wikipedia.org/wiki/Rayonier_Advanced_Materials,public
RE/MAX,RMAX,https://www.wikipedia.org/wiki/RE/MAX,public
RealD,RLD,https://www.wikipedia.org/wiki/RealD,
Realogy,RLGY,https://www.wikipedia.org/wiki/Realogy,public
Realty Income Corporation,O,https://www.wikipedia.org/wiki/Realty_Income_Corporation,public
Red Lion Hotels Corporation,RLH,https://www.wikipedia.org/wiki/Red_Lion_Hotels_Corporation,
Redwire Corporation,RDW,https://www.wikipedia.org/wiki/Redwire_Corporation,public
Regal-Beloit,RBC,https://www.wikipedia.org/wiki/Regal-Beloit,public
Regal Entertainment Group,RGC,https://www.wikipedia.org/wiki/Regal_Entertainment_Group,
Regency Centers Corporation,REG,https://www.wikipedia.org/wiki/Regency_Centers_Corporation,public
Regions Financial Corporation,RF,https://www.wikipedia.org/wiki/Regions_Financial_Corporation,public
Regis Corporation,RGS,https://www.wikipedia.org/wiki/Regis_Corporation,public
Reinsurance Group of America,RGA,https://www.wikipedia.org/wiki/Reinsurance_Group_of_America,public
Reliance Steel & Aluminum Co.,RS,https://www.wikipedia.org/wiki/Reliance_Steel_%26_Aluminum_Co.,public
ReneSola,SOL,https://www.wikipedia.org/w/index.php?title=ReneSola&action=edit&redlink=1,
Renren,RENN,https://www.wikipedia.org/wiki/Renren,public
Rentech,RNF,https://www.wikipedia.org/wiki/Rentech,public
Republic Services,RSG,https://www.wikipedia.org/wiki/Republic_Services,public
ResMed,RMD,https://www.wikipedia.org/wiki/ResMed,public
Resolute Forest Products,RFP,https://www.wikipedia.org/wiki/Resolute_Forest_Products,
Restoration Hardware,RH,https://www.wikipedia.org/wiki/Restoration_Hardware,public
Restaurant Brands International,QSR,https://www.wikipedia.org/wiki/Restaurant_Brands_International,public
Revlon,REV,https://www.wikipedia.org/wiki/Revlon,public
REX American Resources,REX,https://www.wikipedia.org/wiki/REX_American_Resources,
Rexnord Corporation,RXN,https://www.wikipedia.org/wiki/Rexnord_Corporation,
Reynolds American,RAI,https://www.wikipedia.org/wiki/Reynolds_American,
RingCentral,RNG,https://www.wikipedia.org/wiki/RingCentral,public
Rio Alto Mining,RIOM,https://www.wikipedia.org/wiki/Rio_Alto_Mining,
Rio Tinto Group,RIO,https://www.wikipedia.org/wiki/Rio_Tinto_Group,
Ritchie Bros. Auctioneers,RBA,https://www.wikipedia.org/wiki/Ritchie_Bros._Auctioneers,public
Rite Aid,RAD,https://www.wikipedia.org/wiki/Rite_Aid,public
RLI Corp,RLI,https://www.wikipedia.org/wiki/RLI_Corp.,public
Robert Half International,RHI,https://www.wikipedia.org/wiki/Robert_Half_International,public
Roblox Corporation,RBLX,https://www.wikipedia.org/wiki/Roblox_Corporation,public
Rocket Companies,RKT,https://www.wikipedia.org/wiki/Rocket_Companies,public
Rockwell Automation,ROK,https://www.wikipedia.org/wiki/Rockwell_Automation,public
Rockwell Collins,COL,https://www.wikipedia.org/wiki/Rockwell_Collins,
Rogers Corporation,ROG,https://www.wikipedia.org/wiki/Rogers_Corporation,public
Rogers Communications,RCI,https://www.wikipedia.org/wiki/Rogers_Communications,public
Rollins Inc.,ROL,https://www.wikipedia.org/wiki/Rollins_Inc.,public
Roper Industries,ROP,https://www.wikipedia.org/wiki/Roper_Industries,public
Rosetta Stone Inc.,RST,https://www.wikipedia.org/wiki/Rosetta_Stone_(company),
Roundy's,RNDY,https://www.wikipedia.org/wiki/Roundy%27s,
Royal Bank of Canada,RY,https://www.wikipedia.org/wiki/Royal_Bank_of_Canada,public
Royal Bank of Scotland,RBS,https://www.wikipedia.org/wiki/Royal_Bank_of_Scotland,
Royal Caribbean Group,RCL,https://www.wikipedia.org/wiki/Royal_Caribbean_Group,public
Royal Dutch Shell,RDS.A,https://www.wikipedia.org/wiki/Royal_Dutch_Shell,
RPM International,RPM,https://www.wikipedia.org/wiki/RPM_International,public
RTI International Metals,RTI,https://www.wikipedia.org/wiki/RTI_International_Metals,
Rubicon Project,RUBI,https://www.wikipedia.org/wiki/Rubicon_Project,public
Ruckus Wireless,RKUS,https://www.wikipedia.org/wiki/Ruckus_Wireless,
"Rudolph Technologies, Inc.",RTEC,"https://www.wikipedia.org/wiki/Rudolph_Technologies,_Inc.",public
Ryder,R,https://www.wikipedia.org/wiki/Ryder,public
Ryman Hospitality Properties,RHP,https://www.wikipedia.org/wiki/Ryman_Hospitality_Properties,public
Safeway Inc.,SWY,https://www.wikipedia.org/wiki/Safeway_Inc.,
"salesforce.com, inc.",CRM,https://www.wikipedia.org/wiki/Salesforce.com,public
"Sally Beauty Holdings, Inc.",SBH,https://www.wikipedia.org/wiki/Sally_Beauty_Holdings,
"SandRidge Energy, Inc.",SD,https://www.wikipedia.org/wiki/SandRidge_Energy,public
Sanofi,SNY,https://www.wikipedia.org/wiki/Sanofi,
SAP SE,SAP,https://www.wikipedia.org/wiki/SAP_SE,public
Sasol Limited,SSL,https://www.wikipedia.org/wiki/Sasol,public
SCANA Corporation,SCG,https://www.wikipedia.org/wiki/SCANA,
Schlumberger Limited,SLB,https://www.wikipedia.org/wiki/Schlumberger,public
Science Applications International Corporation,SAIC,https://www.wikipedia.org/wiki/Science_Applications_International_Corporation,
Scorpio Bulkers Inc.,SALT,https://www.wikipedia.org/wiki/Eneti_(company),
Scorpio Tankers Inc.,STNG,https://www.wikipedia.org/wiki/Scorpio_Tankers,
The Scotts Miracle-Gro Company,SMG,https://www.wikipedia.org/wiki/The_Scotts_Miracle-Gro_Company,public
"Scripps Networks Interactive, Inc.",SNI,https://www.wikipedia.org/wiki/Scripps_Networks_Interactive,public
Seabridge Gold Inc.,SA,https://www.wikipedia.org/wiki/Seabridge_Gold,public
SEACOR Holdings Inc.,CKH,https://www.wikipedia.org/wiki/SEACOR_Holdings,
Seadrill Limited,SDRL,https://www.wikipedia.org/wiki/Seadrill,
Sealed Air Corporation,SEE,https://www.wikipedia.org/wiki/Sealed_Air,public
"SeaWorld Entertainment, Inc.",SEAS,https://www.wikipedia.org/wiki/SeaWorld_Entertainment,public
Select Medical Holdings Corporation,SEM,https://www.wikipedia.org/wiki/Select_Medical,
"Selective Insurance Group, Inc.",SGZA,https://www.wikipedia.org/w/index.php?title=Selective_Insurance&action=edit&redlink=1,
Semiconductor Manufacturing International Corporation,SMI,https://www.wikipedia.org/wiki/Semiconductor_Manufacturing_International_Corporation,public
Sempra Energy,SRE,https://www.wikipedia.org/wiki/Sempra_Energy,public
Sensient Technologies Corporation,SXT,https://www.wikipedia.org/wiki/Sensient_Technologies,public
Sequans Communications S.A.,SQNS,https://www.wikipedia.org/wiki/Sequans,
Service Corporation International,SCI,https://www.wikipedia.org/wiki/Service_Corporation_International,public
"ServiceNow, Inc.",NOW,https://www.wikipedia.org/wiki/ServiceNow,public
Sesa Sterlite Limited,SSLT,https://www.wikipedia.org/wiki/Sesa_Sterlite_Limited,public
Shaw Communications Inc.,SJR,https://www.wikipedia.org/wiki/Shaw_Communications,public
Sherwin Williams Co.,SHW,https://www.wikipedia.org/wiki/Sherwin-Williams,public
Shinhan Financial Group,SHG,https://www.wikipedia.org/wiki/Shinhan_Bank,
"Shutterstock, Inc.",SSTK,https://www.wikipedia.org/wiki/Shutterstock,public
Signet Jewelers Limited,SIG,https://www.wikipedia.org/wiki/Signet_Jewelers,public
"Silver Spring Networks, Inc.",SSNI,https://www.wikipedia.org/wiki/Silver_Spring_Networks,
Silver Wheaton Corp.,SLW,https://www.wikipedia.org/wiki/Silver_Wheaton,public
Silvercorp Metals Inc.,SVM,https://www.wikipedia.org/wiki/Silvercorp_Metals,public
"Simon Property Group, Inc.",SPG,https://www.wikipedia.org/wiki/Simon_Property_Group,public
Sinopec Shanghai Petrochemical Company Limited,SHI,https://www.wikipedia.org/wiki/Shanghai_Petrochemical,public
Site Centers,SITC,https://www.wikipedia.org/w/index.php?title=Site_Centers&action=edit&redlink=1,
Six Flags Entertainment Corporation,SIX,https://www.wikipedia.org/wiki/Six_Flags,public
"SK Telecom Co., Ltd.",SKM,https://www.wikipedia.org/wiki/SK_Telecom,public
"SKECHERS USA, Inc.",SKX,https://www.wikipedia.org/wiki/Skechers,public
SL Green Realty Corporation,SLG,https://www.wikipedia.org/wiki/SL_Green_Realty,public
SL Green Realty Corp.,SLG.PRI,https://www.wikipedia.org/wiki/SL_Green_Realty,public
SM Energy Company,SM,https://www.wikipedia.org/wiki/SM_Energy,public
Smith & Nephew plc,SNN,https://www.wikipedia.org/wiki/Smith_%26_Nephew,
Snap On Inc.,SNA,https://www.wikipedia.org/wiki/Snap-on,public
Sociedad Química y Minera de Chile S.A.,SQM,https://www.wikipedia.org/wiki/Sociedad_Qu%C3%ADmica_y_Minera,
"SolarWinds, Inc.",SWI,https://www.wikipedia.org/wiki/SolarWinds,public
"Solera Holdings, Inc.",SLH,https://www.wikipedia.org/wiki/Solera_Holdings,
Sonic Automotive Inc.,SAH,https://www.wikipedia.org/wiki/Sonic_Automotive,public
Sonoco Products Co.,SON,https://www.wikipedia.org/wiki/Sonoco,
Sony Corporation,SNE,https://www.wikipedia.org/wiki/Sony,public
Sotheby's,BID,https://www.wikipedia.org/wiki/Sotheby%27s,
South Jersey Industries Inc.,SJI,https://www.wikipedia.org/wiki/South_Jersey_Industries,
Southern Company,SO,https://www.wikipedia.org/wiki/Southern_Company,public
Southern Copper Corporation,SCCO,https://www.wikipedia.org/wiki/Southern_Copper_Corporation,
Southwest Airlines Co.,LUV,https://www.wikipedia.org/wiki/Southwest_Airlines,
Southwest Gas Corporation,SWX,https://www.wikipedia.org/wiki/Southwest_Gas,public
Southwestern Energy Co.,SWN,https://www.wikipedia.org/wiki/Southwestern_Energy,public
Sovran Self Storage Inc.,SSS,https://www.wikipedia.org/wiki/Uncle_Bob%27s_Self_Storage,
"Spansion, Inc.",CODE,https://www.wikipedia.org/wiki/Spansion,
Spectra Energy Corp,SE,https://www.wikipedia.org/wiki/Spectra_Energy,public
"Spectrum Brand Holdings, Inc.",SPB,https://www.wikipedia.org/wiki/Spectrum_Brands,public
"Speedway Motorsports, Inc.",TRK,https://www.wikipedia.org/wiki/Speedway_Motorsports,
"Spirit AeroSystems Holdings, Inc.",SPR,https://www.wikipedia.org/wiki/Spirit_AeroSystems,public
Sprague Resources LP,SRLP,https://www.wikipedia.org/w/index.php?title=Sprague_Resources_LP&action=edit&redlink=1,
"Springleaf Holdings, Inc.",LEAF,https://www.wikipedia.org/wiki/Springleaf,public
Sprint Corporation,S,https://www.wikipedia.org/wiki/Sprint_Corporation,public
SPX Corporation,SPW,https://www.wikipedia.org/wiki/SPX_Corporation,public
St Joe Co.,JOE,https://www.wikipedia.org/wiki/St._Joe_Company,public
"St. Jude Medical, Inc.",STJ,https://www.wikipedia.org/wiki/St._Jude_Medical,public
"Stage Stores, Inc.",SSI,https://www.wikipedia.org/wiki/Stage_Stores_Inc.,
"StanCorp Financial Group, Inc.",SFG,https://www.wikipedia.org/wiki/StanCorp_Financial_Group,
"Standard Motor Products, Inc.",SMP,https://www.wikipedia.org/wiki/Standard_Motor_Products,
"Stanley Black & Decker, Inc.",SWK,https://www.wikipedia.org/wiki/Stanley_Black_%26_Decker,public
Stantec Inc.,STN,https://www.wikipedia.org/wiki/Stantec,
Starrett L S Co.,SCX,https://www.wikipedia.org/wiki/L._S._Starrett_Company,
State Street Corporation,STT,https://www.wikipedia.org/wiki/State_Street_Corporation,public
Statoil ASA,STO,https://www.wikipedia.org/wiki/Statoil,
Steelcase Inc.,SCS,https://www.wikipedia.org/wiki/Steelcase,
Stepan Co.,SCL,https://www.wikipedia.org/wiki/Stepan_Company,public
Sterling Bancorp,STL,https://www.wikipedia.org/wiki/Sterling_Bancorp,public
Stewart Information Services Corporation,STC,https://www.wikipedia.org/wiki/Stewart_Information_Services_Corporation,public
Stifel Financial Corporation,SF,https://www.wikipedia.org/wiki/Stifel,public
Stillwater Mining Company,SWC,https://www.wikipedia.org/wiki/Stillwater_Mining_Company,
STMicroelectronics NV,STM,https://www.wikipedia.org/wiki/STMicroelectronics,
Stone Energy Corporation,SGY,https://www.wikipedia.org/wiki/Stone_Energy_Corporation,public
"Stride, Inc.",LRN,"https://www.wikipedia.org/wiki/Stride,_Inc.",
Stryker Corporation,SYK,https://www.wikipedia.org/wiki/Stryker_Corporation,public
"Sturm, Ruger & Company Inc.",RGR,"https://www.wikipedia.org/wiki/Sturm,_Ruger_%26_Co.",public
"Sumitomo Mitsui Financial Group, Inc.",SMFG,https://www.wikipedia.org/wiki/Sumitomo_Mitsui_Financial_Group,public
Sun Communities Inc.,SUI,https://www.wikipedia.org/wiki/Sun_Communities,public
"Sun Life Financial, Inc.",SLF,https://www.wikipedia.org/wiki/Sun_Life_Financial,public
Suncor Energy Inc.,SU,https://www.wikipedia.org/wiki/Suncor_Energy,public
"SunEdison, Inc.",SUNE,https://www.wikipedia.org/wiki/SunEdison,
"Sunoco Logistics Partners, L.P.",SXL,"https://www.wikipedia.org/wiki/Sunoco_Logistics_Partners,_L.P.",
Suntrust Banks Inc.,STI,https://www.wikipedia.org/wiki/SunTrust_Banks,
Supervalu Inc.,SVU,https://www.wikipedia.org/wiki/SuperValu_(United_States),
Susser Holdings Corporation,SUSS,https://www.wikipedia.org/wiki/Stripes_Convenience_Stores,
Swift Transportation Company,SWFT,https://www.wikipedia.org/wiki/Swift_Transportation,
Symetra Financial Corporation,SYA,https://www.wikipedia.org/wiki/Symetra,
Syngenta AG,SYT,https://www.wikipedia.org/wiki/Syngenta,
SYNNEX Corporation,SNX,https://www.wikipedia.org/wiki/Synnex,
Synovus Financial Corp.,SNV,https://www.wikipedia.org/wiki/Synovus,public
SYSCO Corporation,SYY,https://www.wikipedia.org/wiki/Sysco,public
Systemax Inc.,SYX,https://www.wikipedia.org/wiki/Systemax,public
Taiwan Semiconductor Manufacturing Company Ltd.,TSM,https://www.wikipedia.org/wiki/TSMC,
Takeda Pharmaceutical Company Limited,TAK,https://www.wikipedia.org/wiki/Takeda_Pharmaceutical_Company,public
TAL Education Group,TAL,https://www.wikipedia.org/wiki/TAL_Education_Group,
Talos Energy Inc.,TALO,https://www.wikipedia.org/wiki/Talos_Energy,public
"Tanger Factory Outlet Centers, Inc.",SKT,https://www.wikipedia.org/wiki/Tanger_Factory_Outlet_Centers,public
"Tapestry, Inc.",TPR,"https://www.wikipedia.org/wiki/Tapestry,_Inc.",public
Targa Resources Corp.,TRGP,https://www.wikipedia.org/wiki/Targa_Resources,public
Target Corporation,TGT,https://www.wikipedia.org/wiki/Target_Corporation,public
Taro Pharmaceutical Industries Ltd.,TARO,https://www.wikipedia.org/wiki/Taro_Pharmaceuticals,
Taylor Morrison Home Corporation,TMHC,https://www.wikipedia.org/wiki/Taylor_Morrison,public
TD SYNNEX Corporation,SNX,https://www.wikipedia.org/wiki/TD_Synnex,public
TE Connectivity Ltd.,TEL,https://www.wikipedia.org/wiki/TE_Connectivity,public
TechnipFMC plc,FTI,https://www.wikipedia.org/wiki/TechnipFMC,
Teck Resources Limited,TECK,https://www.wikipedia.org/wiki/Teck_Resources,public
Teekay Corporation,TK,https://www.wikipedia.org/wiki/Teekay,public
Tegna Inc.,TGNA,https://www.wikipedia.org/wiki/Tegna_Inc.,public
Tejon Ranch Co.,TRC,https://www.wikipedia.org/wiki/Tejon_Ranch,
"Teladoc Health, Inc.",TDOC,https://www.wikipedia.org/wiki/Teladoc_Health,public
Telecom Argentina S.A.,TEO,https://www.wikipedia.org/wiki/Telecom_Argentina,
Teledyne Technologies Incorporated,TDY,https://www.wikipedia.org/wiki/Teledyne_Technologies,public
Teleflex Inc.,TFX,https://www.wikipedia.org/wiki/Teleflex,public
Telefónica S.A.,TEF,https://www.wikipedia.org/wiki/Telef%C3%B3nica,
Telefônica Brasil S.A.,VIV,https://www.wikipedia.org/wiki/Telef%C3%B4nica_Brasil,
"Telephone and Data Systems, Inc.",TDS,https://www.wikipedia.org/wiki/Telephone_and_Data_Systems,public
Telekomunikasi Indonesia (Persero) Tbk,TLK,https://www.wikipedia.org/wiki/Telkom_Indonesia,public
Telus Corporation,TU,https://www.wikipedia.org/wiki/Telus_Corporation,public
Telus International (CDA) Inc.,TIXT,https://www.wikipedia.org/wiki/Telus_International,public
"Tempur Sealy International, Inc.",TPX,https://www.wikipedia.org/wiki/Tempur_Sealy_International,public
Tenaris S.A.,TS,https://www.wikipedia.org/wiki/Tenaris,
Tencent Music Entertainment Group,TME,https://www.wikipedia.org/wiki/Tencent_Music,public
Tenet Healthcare Corporation,THC,https://www.wikipedia.org/wiki/Tenet_Healthcare,public
Tennant Company,TNC,https://www.wikipedia.org/wiki/Tennant_Company,
Teradata Corporation,TDC,https://www.wikipedia.org/wiki/Teradata,public
Terex Corporation,TEX,https://www.wikipedia.org/wiki/Terex,
Ternium S.A.,TX,https://www.wikipedia.org/wiki/Ternium,public
Teva Pharmaceutical Industries Ltd.,TEVA,https://www.wikipedia.org/wiki/Teva_Pharmaceutical_Industries,public
Texas Pacific Land Corporation,TPL,https://www.wikipedia.org/wiki/Texas_Pacific_Land_Corporation,public
Textainer Group Holdings Limited,TGH,https://www.wikipedia.org/wiki/Textainer_Group_Holdings,
Textron Inc,TXT,https://www.wikipedia.org/wiki/Textron,public
TFI International Inc.,TFII,https://www.wikipedia.org/wiki/TFI_International,public
Thermo Fisher Scientific Inc.,TMO,https://www.wikipedia.org/wiki/Thermo_Fisher_Scientific,public
Thomson Reuters Corporation,TRI,https://www.wikipedia.org/wiki/Thomson_Reuters,public
"Thor Industries, Inc.",THO,https://www.wikipedia.org/wiki/Thor_Industries,public
Tidewater Inc.,TDW,https://www.wikipedia.org/wiki/Tidewater_(marine_services),public
"Tillys, Inc.",TLYS,https://www.wikipedia.org/wiki/Tillys,public
The Timken Company,TKR,https://www.wikipedia.org/wiki/Timken_Company,public
"Titan International, Inc.",TWI,https://www.wikipedia.org/wiki/Titan_Tire_Corporation,
TJX Companies Inc.,TJX,https://www.wikipedia.org/wiki/TJX_Companies,public
"Toast, Inc.",TOST,"https://www.wikipedia.org/wiki/Toast,_Inc.",public
Toll Brothers Inc.,TOL,https://www.wikipedia.org/wiki/Toll_Brothers,public
Tootsie Roll Industries Inc.,TR,https://www.wikipedia.org/wiki/Tootsie_Roll_Industries,public
Topgolf Callaway Brands Corp.,MODG,https://www.wikipedia.org/wiki/Callaway_Golf_Company,public
The Toro Company,TTC,https://www.wikipedia.org/wiki/The_Toro_Company,
Toronto-Dominion Bank,TD,https://www.wikipedia.org/wiki/Toronto-Dominion_Bank,public
Torrid Holdings Inc.,CURV,https://www.wikipedia.org/wiki/Torrid_(clothing_retailer),
TotalEnergies SE,TTE,https://www.wikipedia.org/wiki/TotalEnergies,public
"Townsquare Media, Inc.",TSQ,https://www.wikipedia.org/wiki/Townsquare_Media,public
Toyota Motor Corporation,TM,https://www.wikipedia.org/wiki/Toyota,public
Trane Technologies plc,TT,https://www.wikipedia.org/wiki/Trane_Technologies,
TransAlta Corporation,TAC,https://www.wikipedia.org/wiki/TransAlta,public
TransDigm Group Incorporated,TDG,https://www.wikipedia.org/wiki/TransDigm_Group,public
Transocean Ltd.,RIG,https://www.wikipedia.org/wiki/Transocean,public
Transportadora de Gas del Sur S.A.,TGS,https://www.wikipedia.org/wiki/Transportadora_de_Gas_del_Sur,
TransUnion,TRU,https://www.wikipedia.org/wiki/TransUnion,public
Travel + Leisure Co.,TNL,https://www.wikipedia.org/wiki/Travel_%2B_Leisure_Co.,public
"The Travelers Companies, Inc.",TRV,https://www.wikipedia.org/wiki/The_Travelers_Companies,public
Tredegar Corporation,TG,https://www.wikipedia.org/wiki/Tredegar_Corporation,
"TreeHouse Foods, Inc.",THS,https://www.wikipedia.org/wiki/TreeHouse_Foods,
"Trex Company, Inc.",TREX,"https://www.wikipedia.org/wiki/Trex_Company,_Inc.",public
"Tri Pointe Homes, Inc.",TPH,https://www.wikipedia.org/wiki/Tri_Pointe_Homes,public
Tricon Residential Inc.,TCN,https://www.wikipedia.org/wiki/Tricon_Residential,
"TriNet Group, Inc.",TNET,https://www.wikipedia.org/wiki/TriNet,public
Trinity Industries Inc.,TRN,https://www.wikipedia.org/wiki/Trinity_Industries,public
Trinseo PLC,TSE,https://www.wikipedia.org/wiki/Trinseo,public
Triton International Limited,TRTN,https://www.wikipedia.org/wiki/Triton_International,public
Triumph Group Inc.,TGI,https://www.wikipedia.org/wiki/Triumph_Group,public
Tronox Holdings plc,TROX,https://www.wikipedia.org/wiki/Tronox,public
Truist Financial Corporation,TFC,https://www.wikipedia.org/wiki/Truist_Financial,public
Tupperware Brands Corporation,TUP,https://www.wikipedia.org/wiki/Tupperware_Brands,public
Turkcell Iletisim Hizmetleri A.S.,TKC,https://www.wikipedia.org/wiki/Turkcell,
Tutor Perini Corporation,TPC,https://www.wikipedia.org/wiki/Tutor_Perini,public
Tuya Inc.,TUYA,https://www.wikipedia.org/wiki/Tuya_Inc.,public
Twilio Inc.,TWLO,https://www.wikipedia.org/wiki/Twilio,public
"Tyler Technologies, Inc.",TYL,https://www.wikipedia.org/wiki/Tyler_Technologies,public
Tyson Foods Inc.,TSN,https://www.wikipedia.org/wiki/Tyson_Foods,
U-Haul Holding Company,UHAL,https://www.wikipedia.org/wiki/U-Haul,public
"Uber Technologies, Inc.",UBER,https://www.wikipedia.org/wiki/Uber,public
Ubiquiti Inc.,UI,https://www.wikipedia.org/wiki/Ubiquiti,
UBS Group AG,UBS,https://www.wikipedia.org/wiki/UBS,public
"UDR, Inc.",UDR,"https://www.wikipedia.org/wiki/UDR,_Inc.",public
UGI Corporation,UGI,https://www.wikipedia.org/wiki/UGI_Corporation,public
UiPath Inc.,PATH,https://www.wikipedia.org/wiki/UiPath,public
Ultrapar Participações S.A.,UGP,https://www.wikipedia.org/wiki/Ultrapar,public
"UMH Properties, Inc.",UMH,https://www.wikipedia.org/wiki/UMH_Properties,public
"Under Armour, Inc.",UA,https://www.wikipedia.org/wiki/Under_Armour,public
"Unifi, Inc.",UFI,https://www.wikipedia.org/wiki/Unifi_Manufacturing,public
UniFirst Corporation,UNF,https://www.wikipedia.org/wiki/UniFirst,
Unilever PLC,UL,https://www.wikipedia.org/wiki/Unilever,public
Union Pacific Corporation,UNP,https://www.wikipedia.org/wiki/Union_Pacific_Corporation,public
Unisys Corporation,UIS,https://www.wikipedia.org/wiki/Unisys,public
United Microelectronics Corporation,UMC,https://www.wikipedia.org/wiki/United_Microelectronics_Corporation,public
"United Natural Foods, Inc.",UNFI,https://www.wikipedia.org/wiki/United_Natural_Foods,public
"United Parcel Service, Inc.",UPS,https://www.wikipedia.org/wiki/United_Parcel_Service,public
"United Rentals, Inc.",URI,https://www.wikipedia.org/wiki/United_Rentals,public
UnitedHealth Group Incorporated,UNH,https://www.wikipedia.org/wiki/UnitedHealth_Group,public
Unitil Corporation,UTL,https://www.wikipedia.org/wiki/Unitil_Corporation,public
Unity Software Inc.,U,https://www.wikipedia.org/wiki/Unity_Technologies,public
Univar Solutions Inc.,UNVR,https://www.wikipedia.org/wiki/Univar_Solutions,
Universal Corporation,UVV,https://www.wikipedia.org/wiki/Universal_Corporation,
"Universal Health Services, Inc.",UHS,https://www.wikipedia.org/wiki/Universal_Health_Services,public
"Universal Technical Institute, Inc.",UTI,https://www.wikipedia.org/wiki/Universal_Technical_Institute,
Unum Group,UNM,https://www.wikipedia.org/wiki/Unum,public
Urstadt Biddle Properties Inc.,UBA,https://www.wikipedia.org/wiki/Urstadt_Biddle_Properties,
U.S. Bancorp,USB,https://www.wikipedia.org/wiki/U.S._Bancorp,public
U.S. Cellular Corporation,USM,https://www.wikipedia.org/wiki/U.S._Cellular,public
US Foods Holding Corp.,USFD,https://www.wikipedia.org/wiki/US_Foods,public
U.S. Steel Corporation,X,https://www.wikipedia.org/wiki/U.S._Steel,public
"USANA Health Sciences, Inc.",USNA,https://www.wikipedia.org/wiki/Usana_Health_Sciences,public
"Utz Brands, Inc.",UTZ,https://www.wikipedia.org/wiki/Utz_Brands,public
UWM Holdings Corporation,UWMC,https://www.wikipedia.org/wiki/United_Wholesale_Mortgage,public
V.F. Corporation,VFC,https://www.wikipedia.org/wiki/VF_Corporation,public
"Vaalco Energy, Inc.",EGY,https://www.wikipedia.org/wiki/Vaalco_Energy,public
"Vail Resorts, Inc.",MTN,https://www.wikipedia.org/wiki/Vail_Resorts,public
Valaris Limited,VAL,https://www.wikipedia.org/wiki/Valaris_Limited,
Vale S.A.,VALE,https://www.wikipedia.org/wiki/Vale_S.A.,public
Valens Semiconductor Ltd.,VLN,https://www.wikipedia.org/wiki/Valens_Semiconductor,public
Valero Energy Corporation,VLO,https://www.wikipedia.org/wiki/Valero_Energy,
"Valhi, Inc.",VHI,"https://www.wikipedia.org/wiki/Valhi,_Inc.",public
"Valmont Industries, Inc.",VMI,https://www.wikipedia.org/wiki/Valmont_Industries,
Valvoline Inc.,VVV,https://www.wikipedia.org/wiki/Valvoline,public
"Vapotherm, Inc.",VAPO,https://www.wikipedia.org/wiki/Vapotherm,public
Vector Group Ltd.,VGR,https://www.wikipedia.org/wiki/Vector_Group,public
Veeva Systems Inc.,VEEV,https://www.wikipedia.org/wiki/Veeva_Systems,
"Ventas, Inc.",VTR,https://www.wikipedia.org/wiki/Ventas_(company),public
